"Country or Area","Year","Sex","Age","Value","Value Footnotes"
"United States of America","2007","Male","95","38620","1"
"United States of America","2007","Male","95 - 99","110237","1"
"United States of America","2007","Male","96","27920","1"
"United States of America","2007","Male","97","20552","1"
"United States of America","2007","Male","98","13138","1"
"United States of America","2007","Male","99","10007","1"
"United States of America","2007","Male","100 +","16308","1"
"United States of America","2007","Female","Total","152962259","1"
"United States of America","2007","Female","0","2078212","1"
"United States of America","2007","Female","0 - 4","10121268","1"
"United States of America","2007","Female","1","2042977","1"
"United States of America","2007","Female","1 - 4","8043056","1"
"United States of America","2007","Female","2","2006900","1"
"United States of America","2007","Female","3","2008597","1"
"United States of America","2007","Female","4","1984582","1"
"United States of America","2007","Female","5","1971772","1"
"United States of America","2007","Female","5 - 9","9701050","1"
"United States of America","2007","Female","6","2000188","1"
"United States of America","2007","Female","7","1921158","1"
"United States of America","2007","Female","8","1902063","1"
"United States of America","2007","Female","9","1905869","1"
"United States of America","2007","Female","10","1920445","1"
"United States of America","2007","Female","10 - 14","9914382","1"
"United States of America","2007","Female","11","1957978","1"
"United States of America","2007","Female","12","1987354","1"
"United States of America","2007","Female","13","2004839","1"
"United States of America","2007","Female","14","2043766","1"
"United States of America","2007","Female","15","2082738","1"
"United States of America","2007","Female","15 - 19","10466821","1"
"United States of America","2007","Female","16","2114399","1"
"United States of America","2007","Female","17","2150261","1"
"United States of America","2007","Female","18","2074160","1"
"United States of America","2007","Female","19","2045263","1"
"United States of America","2007","Female","20","2027377","1"
"United States of America","2007","Female","20 - 24","10179459","1"
"United States of America","2007","Female","21","2039993","1"
"United States of America","2007","Female","22","2051283","1"
"United States of America","2007","Female","23","2013765","1"
"United States of America","2007","Female","24","2047041","1"
"United States of America","2007","Female","25","2076204","1"
"United States of America","2007","Female","25 - 29","10281517","1"
"United States of America","2007","Female","26","2118060","1"
"United States of America","2007","Female","27","2114974","1"
"United States of America","2007","Female","28","2013423","1"
"United States of America","2007","Female","29","1958856","1"
"United States of America","2007","Female","30","1937975","1"
"United States of America","2007","Female","30 - 34","9626859","1"
"United States of America","2007","Female","31","1892345","1"
"United States of America","2007","Female","32","1949255","1"
"United States of America","2007","Female","33","1898179","1"
"United States of America","2007","Female","34","1949105","1"
"United States of America","2007","Female","35","2042513","1"
"United States of America","2007","Female","35 - 39","10521549","1"
"United States of America","2007","Female","36","2163086","1"
"United States of America","2007","Female","37","2193045","1"
"United States of America","2007","Female","38","2078573","1"
"United States of America","2007","Female","39","2044332","1"
"United States of America","2007","Female","40","2055593","1"
"United States of America","2007","Female","40 - 44","11021006","1"
"United States of America","2007","Female","41","2111293","1"
"United States of America","2007","Female","42","2255212","1"
"United States of America","2007","Female","43","2300509","1"
"United States of America","2007","Female","44","2298399","1"
"United States of America","2007","Female","45","2303580","1"
"United States of America","2007","Female","45 - 49","11558531","1"
"United States of America","2007","Female","46","2333534","1"
"United States of America","2007","Female","47","2363863","1"
"United States of America","2007","Female","48","2278562","1"
"United States of America","2007","Female","49","2278992","1"
"United States of America","2007","Female","50","2258036","1"
"United States of America","2007","Female","50 - 54","10721316","1"
"United States of America","2007","Female","51","2173061","1"
"United States of America","2007","Female","52","2175241","1"
"United States of America","2007","Female","53","2091110","1"
"United States of America","2007","Female","54","2023868","1"
"United States of America","2007","Female","55","1954523","1"
"United States of America","2007","Female","55 - 59","9389037","1"
"United States of America","2007","Female","56","1906914","1"
"United States of America","2007","Female","57","1895448","1"
"United States of America","2007","Female","58","1824915","1"
"United States of America","2007","Female","59","1807237","1"
"United States of America","2007","Female","60","1894060","1"
"United States of America","2007","Female","60 - 64","7547951","1"
"United States of America","2007","Female","61","1416155","1"
"United States of America","2007","Female","62","1410469","1"
"United States of America","2007","Female","63","1390021","1"
"United States of America","2007","Female","64","1437246","1"
"United States of America","2007","Female","65","1269117","1"
"United States of America","2007","Female","65 - 69","5733378","1"
"United States of America","2007","Female","66","1177531","1"
"United States of America","2007","Female","67","1142689","1"
"United States of America","2007","Female","68","1082094","1"
"United States of America","2007","Female","69","1061947","1"
"United States of America","2007","Female","70","997697","1"
"United States of America","2007","Female","70 - 74","4731798","1"
"United States of America","2007","Female","71","977573","1"
"United States of America","2007","Female","72","977101","1"
"United States of America","2007","Female","73","890112","1"
"United States of America","2007","Female","74","889315","1"
"United States of America","2007","Female","75","873603","1"
"United States of America","2007","Female","75 - 79","4217914","1"
"United States of America","2007","Female","76","860451","1"
"United States of America","2007","Female","77","869537","1"
"United States of America","2007","Female","78","811324","1"
"United States of America","2007","Female","79","802999","1"
"United States of America","2007","Female","80","771697","1"
"United States of America","2007","Female","80 - 84","3492924","1"
